user_id,user_name,user_contact,city_id,user_address
460,Maimunah Winarsih,0836190940,3,"Gang Setiabudhi No. 036
Purwokerto, Maluku Utara 81338"
461,Ir. Nasab Fujiati,+62 (022) 629 4267,1,"Jalan Kutisari Selatan No. 21
Ternate, KB 76619"
462,Irfan Zulaika,+62-907-064-8989,2,"Gang Rajiman No. 0
Batu, KR 92298"
463,"T. Galuh Samosir, S.Pd",+62-163-606-7344,8,"Gg. Monginsidi No. 24
Sorong, Jawa Timur 63910"
464,Cinta Usamah,(0898) 443-2424,10,"Jl. Jend. Sudirman No. 5
Kupang, Nusa Tenggara Timur 57784"
465,Cemplunk Prasetyo,+62-0937-476-5086,3,"Jalan Cikutra Timur No. 6
Pematangsiantar, Kalimantan Tengah 31848"
466,Vino Lestari,+62 (078) 750-5636,2,"Gang Bangka Raya No. 269
Sawahlunto, Papua 71284"
467,Darimin Hakim,+62 (03) 784 6801,2,"Jl. Cempaka No. 39
Sungai Penuh, SN 91359"
468,"Tgk. Darmana Widodo, S.Ked",+62 (009) 219 4736,7,"Jalan Rungkut Industri No. 1
Jayapura, SU 53052"
469,Ir. Rahman Waskita,(035) 553 8326,5,"Gang Stasiun Wonokromo No. 8
Medan, Lampung 26330"
470,Paulin Sitorus,(0317) 194 8778,6,"Gg. Rajawali Barat No. 9
Medan, Banten 57165"
471,"R.M. Pranawa Nugroho, S.E.",+62 (34) 368 0830,8,"Gg. Cihampelas No. 11
Sorong, Sulawesi Tenggara 07638"
472,Tgk. Kusuma Pangestu,+62 (023) 653 1886,10,"Jl. Cikutra Timur No. 76
Langsa, KS 81429"
473,T. Mahfud Simanjuntak,+62 (0945) 159-6166,3,"Gg. Gegerkalong Hilir No. 968
Tanjungbalai, Nusa Tenggara Timur 05187"
474,Shania Tarihoran,+62 (22) 371-7384,9,"Gg. Raya Setiabudhi No. 06
Palu, JT 66162"
475,Alambana Iswahyudi,0865165262,9,"Jalan PHH. Mustofa No. 42
Kota Administrasi Jakarta Selatan, Sulawesi Selatan 92963"
476,Lasmono Wulandari,+62-096-730-0303,8,"Jalan Cempaka No. 656
Sukabumi, Banten 55099"
477,"Cut Karen Thamrin, M.Farm",089 783 0139,3,"Jalan Rawamangun No. 02
Ternate, Sulawesi Selatan 46547"
478,"Kiandra Widiastuti, S.Pt",+62 (46) 217-3717,2,"Jalan Medokan Ayu No. 3
Ambon, NB 02033"
479,"dr. Gasti Sihombing, S.Gz",(0351) 293-9327,9,"Jl. Setiabudhi No. 11
Solok, JT 82451"
480,dr. Cagak Padmasari,0813577172,3,"Gg. Sukajadi No. 413
Tangerang Selatan, Sulawesi Tenggara 09146"
481,Genta Nasyiah,+62 (0446) 783-3576,10,"Gg. Rungkut Industri No. 4
Medan, Gorontalo 12773"
482,drg. Lidya Pratama,+62 (976) 319-0829,1,"Gang S. Parman No. 5
Banjarbaru, SS 54166"
483,"Sadina Saptono, S.Sos",+62 (0612) 225 7629,9,"Gg. Merdeka No. 14
Pekalongan, AC 80729"
484,Michelle Jailani,(0022) 750 7258,5,"Gang Sentot Alibasa No. 45
Bau-Bau, JT 20406"
485,Drs. Novi Kuswoyo,082 493 4018,8,"Jalan Cihampelas No. 528
Binjai, PA 21805"
486,Jarwa Puspasari,+62 (143) 538 1987,4,"Gg. Rumah Sakit No. 047
Kota Administrasi Jakarta Pusat, Jambi 39706"
487,"Tugiman Saefullah, S.Farm",+62 (030) 301 6018,5,"Jalan Tubagus Ismail No. 6
Yogyakarta, Lampung 67665"
488,"Ilyas Kurniawan, S.H.",087 394 8304,4,"Jalan Rajawali Timur No. 80
Bekasi, NT 19625"
489,Elon Rajasa,+62 (98) 381-1093,8,"Gg. Jayawijaya No. 81
Palembang, Kalimantan Barat 11994"
490,Arta Rajata,+62 (665) 767 0584,3,"Jalan Merdeka No. 214
Banjarmasin, JK 53389"
491,Nurul Rahimah,(0822) 597 9735,7,"Gang Jamika No. 84
Serang, Gorontalo 33187"
492,"Dr. Ellis Halim, M.M.",(027) 316 7616,2,"Gg. Suryakencana No. 65
Solok, Kalimantan Tengah 95716"
493,"Eva Nugroho, M.Kom.",084 067 5551,1,"Gg. Dipatiukur No. 02
Batam, Kalimantan Selatan 94599"
494,Silvia Prasetya,+62 (28) 423 9622,8,"Gang Erlangga No. 324
Serang, KI 12619"
495,Cut Dian Mandasari,0873738493,7,"Gang Abdul Muis No. 5
Tegal, KB 27711"
496,"Artanto Nababan, S.Farm",(0784) 219-4368,5,"Jalan Abdul Muis No. 79
Gorontalo, Sumatera Utara 17352"
497,Drs. Prima Rahimah,(0514) 498 0859,9,"Jalan Wonoayu No. 625
Yogyakarta, LA 15402"
498,Hani Halimah,+62-085-760-5879,3,"Gang Veteran No. 44
Kediri, Lampung 94501"
499,Citra Suartini,080 735 6956,7,"Jl. Jayawijaya No. 59
Tasikmalaya, Maluku Utara 81046"
500,Tania Wacana,+62 (95) 611-2766,1,"Jalan Otto Iskandardinata No. 2
Sorong, MU 91090"
501,"Wulan Januar, S.Ked",082 842 0714,1,"Jl. Ciumbuleuit No. 89
Batu, Jawa Timur 57828"
502,dr. Cindy Astuti,+62 (16) 357-2517,5,"Jl. Suryakencana No. 72
Salatiga, PA 23308"
503,"Paris Prakasa, S.Pd",+62 (97) 501 5001,2,"Gang Wonoayu No. 483
Bima, Papua 75901"
504,"Surya Purnawati, S.Gz",0846569393,10,"Gg. Sentot Alibasa No. 3
Prabumulih, SR 78448"
505,Septi Ardianto,+62-008-412-2041,10,"Gang Raya Setiabudhi No. 32
Batu, Nusa Tenggara Barat 22007"
506,Elisa Rajasa,084 474 9483,10,"Gang Gardujati No. 87
Lhokseumawe, PB 57440"
507,Panji Damanik,(055) 412 1417,6,"Gang Abdul Muis No. 7
Palopo, Sulawesi Barat 92236"
508,Asmianto Suryatmi,+62 (080) 321-7435,8,"Jalan Antapani Lama No. 78
Pangkalpinang, SN 84210"
509,"Dt. Uda Pradana, S.Kom",+62 (469) 185-2480,10,"Gg. Rumah Sakit No. 86
Balikpapan, Gorontalo 88661"
510,Luwes Farida,+62-01-092-3941,10,"Gg. Rajiman No. 6
Bitung, PA 85054"
511,Oskar Latupono,+62 (90) 597 9146,5,"Jalan Pelajar Pejuang No. 60
Balikpapan, KI 09325"
512,Rosman Siregar,+62-0902-621-1123,2,"Gang Rajiman No. 045
Surakarta, SS 56292"
513,Melinda Yuniar,+62 (27) 964-8164,4,"Jl. Rajiman No. 310
Kotamobagu, NT 86839"
514,Rahmi Lestari,083 868 2422,1,"Gg. Gardujati No. 080
Bima, Riau 54518"
515,R.M. Martana Suryatmi,(007) 053-6680,2,"Jl. Suryakencana No. 9
Bukittinggi, Aceh 08830"
516,Sidiq Maryati,+62 (81) 862 9254,6,"Gg. M.T Haryono No. 5
Pekalongan, SN 00459"
517,Ika Budiyanto,+62 (0331) 134 7545,3,"Gang Kiaracondong No. 17
Malang, BB 49736"
518,Hana Januar,+62 (086) 904 4165,9,"Gang Ahmad Dahlan No. 071
Blitar, Kalimantan Barat 75877"
519,Cut Ade Mansur,+62 (0359) 311-0614,1,"Jalan Asia Afrika No. 937
Depok, Sulawesi Selatan 44118"
520,"Farhunnisa Natsir, S.E.I",+62 (703) 769 3428,6,"Jl. Jayawijaya No. 693
Sabang, Kalimantan Selatan 75100"
521,R. Marwata Saptono,+62 (097) 491 5459,3,"Jl. Indragiri No. 0
Medan, Jawa Tengah 82004"
522,"R. Gantar Agustina, S.Gz",(0107) 563-2754,9,"Jalan Moch. Toha No. 302
Pekanbaru, ST 09957"
523,Hani Hastuti,(0111) 438 5266,4,"Jl. M.T Haryono No. 3
Kediri, Kepulauan Riau 61633"
524,"Ella Maulana, S.Farm",082 168 7442,1,"Gg. Ciumbuleuit No. 85
Tegal, Maluku 99853"
525,Dr. Zalindra Pratama,(0286) 387-5988,1,"Jl. Erlangga No. 996
Ternate, DKI Jakarta 54573"
526,"Tami Narpati, S.E.I",(077) 882 7525,10,"Gg. K.H. Wahid Hasyim No. 637
Prabumulih, MA 86013"
527,Rahman Oktaviani,(072) 263-1725,7,"Jalan Pasteur No. 84
Pangkalpinang, Riau 31106"
528,Rafi Yuniar,(0244) 818-6317,4,"Gg. Ahmad Dahlan No. 560
Bekasi, JI 85901"
529,Ayu Uwais,+62 (52) 106 9025,1,"Jalan Joyoboyo No. 5
Tanjungpinang, KB 87857"
530,"Sutan Eko Rahayu, S.Pt",+62 (043) 183 5441,2,"Jalan Cikapayang No. 5
Sabang, MA 83983"
531,Eluh Kuswandari,+62 (076) 250-9246,8,"Jalan Kutai No. 7
Tidore Kepulauan, Banten 80576"
532,Keisha Pudjiastuti,+62 (46) 250 9098,8,"Jalan Joyoboyo No. 446
Payakumbuh, SU 08890"
533,Rizki Habibi,+62 (96) 492 9766,4,"Gg. Setiabudhi No. 273
Kota Administrasi Jakarta Pusat, PB 70565"
534,Karman Zulkarnain,+62 (075) 008 7483,1,"Gg. Astana Anyar No. 83
Tanjungpinang, Kalimantan Utara 23203"
535,Mumpuni Uwais,+62 (51) 989 3022,7,"Jl. Dr. Djunjunan No. 8
Bima, Maluku Utara 88691"
536,Talia Santoso,0882867892,10,"Gang Raya Ujungberung No. 453
Pekalongan, SS 46344"
537,Hj. Janet Iswahyudi,+62 (068) 735-5831,3,"Jl. Ir. H. Djuanda No. 9
Malang, DKI Jakarta 69848"
538,Ella Firmansyah,+62 (38) 915 2294,3,"Gg. Ciumbuleuit No. 194
Cirebon, SR 33860"
539,"Cut Sarah Wibowo, S.Kom",+62 (0017) 013-2001,1,"Jl. Cikutra Barat No. 342
Ternate, JA 04176"
540,"Ir. Luwar Wahyudin, M.Pd",+62-91-359-0337,8,"Jalan Asia Afrika No. 9
Sukabumi, MA 81856"
541,Diah Mahendra,(023) 322-0454,10,"Gg. PHH. Mustofa No. 731
Padangpanjang, Kalimantan Barat 12838"
542,"Fitriani Firmansyah, S.Pt",+62 (808) 764 5527,8,"Gang Soekarno Hatta No. 5
Mataram, KI 40773"
543,Darsirah Saptono,+62 (69) 368 2771,7,"Gang Jakarta No. 28
Makassar, BB 45621"
544,"Saiful Pradipta, M.Pd",+62-091-821-9400,5,"Jalan Pelajar Pejuang No. 37
Madiun, Aceh 75894"
545,Atma Rajasa,+62-696-935-0090,3,"Jl. Kebonjati No. 6
Bitung, JA 99122"
546,Karsa Hariyah,+62 (83) 833 4349,4,"Jalan Otto Iskandardinata No. 7
Bogor, DKI Jakarta 34798"
547,Dartono Agustina,(035) 807 8112,6,"Jalan Cikutra Barat No. 49
Pangkalpinang, Kalimantan Timur 73408"
548,Enteng Rahimah,+62 (0387) 460 6740,6,"Jalan K.H. Wahid Hasyim No. 262
Palu, Jambi 00469"
549,Gatot Kurniawan,(067) 767 1413,1,"Gang Joyoboyo No. 02
Sabang, PA 44321"
550,Gasti Anggraini,+62-78-208-2021,7,"Jl. Ahmad Yani No. 78
Pekalongan, PB 48911"
551,"Paramita Riyanti, S.Pd",(0817) 692 8330,10,"Jalan Ahmad Dahlan No. 0
Pariaman, Maluku 96845"
552,Anita Riyanti,(080) 881 2732,10,"Gang Rumah Sakit No. 57
Bitung, MA 50387"
553,Puti Nadia Setiawan,+62 (00) 422-8507,7,"Gg. Surapati No. 4
Sabang, YO 78264"
554,Mila Irawan,+62 (566) 799 2752,8,"Gg. Abdul Muis No. 138
Bekasi, KI 70905"
555,Tami Waluyo,(0626) 038 0219,5,"Gg. Rajiman No. 597
Depok, NT 04102"
556,"R.M. Marsito Rahimah, M.Pd",+62 (029) 031-3995,7,"Gang Ciwastra No. 481
Pekalongan, Nusa Tenggara Timur 81390"
557,"Caket Habibi, S.I.Kom",+62 (041) 506-5186,8,"Gang Antapani Lama No. 996
Cilegon, Sumatera Utara 34244"
558,"Tgk. Karen Prakasa, S.Pt",086 229 7365,7,"Gang Siliwangi No. 3
Kota Administrasi Jakarta Utara, GO 34655"
559,Dimas Adriansyah,+62 (57) 252 3469,4,"Jl. Antapani Lama No. 843
Pekalongan, Sulawesi Tengah 62631"
560,"R.A. Lintang Pertiwi, M.M.",+62 (075) 020-5469,6,"Gg. S. Parman No. 830
Binjai, MA 86045"
561,Karja Nashiruddin,+62 (28) 091 0037,9,"Jalan Joyoboyo No. 201
Tanjungbalai, Riau 61937"
562,Jasmin Marbun,+62 (610) 760-0870,4,"Jl. Pasirkoja No. 5
Tegal, Kepulauan Riau 76909"
563,Pangestu Siregar,+62 (083) 852-6805,8,"Gang Pasirkoja No. 22
Singkawang, BE 37111"
564,Victoria Situmorang,+62 (068) 057 6885,8,"Jalan Sukajadi No. 273
Bogor, MA 88331"
565,Dewi Pratiwi,+62 (098) 971 2579,1,"Jalan Rawamangun No. 2
Banda Aceh, Papua 13761"
566,Maida Wahyudin,+62 (0929) 497 4606,4,"Jl. Ciwastra No. 76
Semarang, Maluku Utara 00860"
567,Tgk. Jarwadi Prakasa,(0972) 648 8900,8,"Gg. Laswi No. 8
Metro, Kepulauan Bangka Belitung 27163"
568,Ajiman Tamba,+62 (0972) 232-1012,1,"Jalan Cikutra Barat No. 8
Sabang, SN 10316"
569,"Cakrajiya Puspita, S.IP",+62 (014) 084 0646,9,"Gang Moch. Ramdan No. 9
Malang, Kepulauan Bangka Belitung 15013"
570,Dwi Maryadi,+62-065-078-6355,6,"Jl. Stasiun Wonokromo No. 6
Singkawang, SR 51919"
571,Ridwan Yuliarti,+62 (0472) 139-7880,7,"Jalan Bangka Raya No. 3
Surabaya, BA 33310"
572,"R.A. Ika Winarsih, S.Sos",+62-0039-248-2375,4,"Gang Raya Setiabudhi No. 7
Lubuklinggau, Jambi 29128"
573,R. Tania Tampubolon,+62 (096) 849-7172,6,"Gang Pasir Koja No. 67
Kota Administrasi Jakarta Utara, LA 97258"
574,drg. Kani Santoso,(048) 037 7295,2,"Jl. Moch. Toha No. 70
Tanjungpinang, MA 93260"
575,Daliono Winarno,+62 (755) 547-9108,9,"Jalan Suryakencana No. 1
Singkawang, DKI Jakarta 10932"
576,Drs. Nyoman Salahudin,(075) 824-5199,8,"Gg. Suryakencana No. 383
Banda Aceh, KU 08374"
577,"drg. Hendra Mahendra, S.H.",(0423) 888-4165,10,"Jalan R.E Martadinata No. 1
Makassar, NT 15049"
578,R. Laksana Hutasoit,+62-236-460-3674,10,"Jl. Cikutra Timur No. 1
Bekasi, MA 44808"
579,Diah Usamah,+62 (055) 123 0018,1,"Jalan Kendalsari No. 29
Meulaboh, Papua 25707"
580,Opung Mulyani,+62 (0304) 543-8193,3,"Gang Veteran No. 8
Serang, SS 35179"
581,"Irma Hakim, S.Kom",(0583) 321-5820,3,"Gang Kendalsari No. 04
Ambon, BE 43588"
582,Dr. Jais Suwarno,+62 (71) 609-4997,5,"Gg. Gedebage Selatan No. 6
Yogyakarta, SB 05014"
583,"Rahmi Mayasari, M.Pd",+62 (0174) 959-9446,7,"Jalan Wonoayu No. 4
Kota Administrasi Jakarta Utara, Sulawesi Tengah 50758"
584,Daliman Farida,0824460011,5,"Gg. Monginsidi No. 3
Bitung, SS 96318"
585,Amelia Prasetyo,+62 (12) 311-1014,2,"Gang Tebet Barat Dalam No. 5
Madiun, Nusa Tenggara Barat 61494"
586,Paris Zulaika,+62 (22) 331-3341,6,"Jalan Cihampelas No. 132
Samarinda, Kepulauan Riau 90128"
587,Ir. Candra Nababan,+62-013-538-5291,3,"Gg. Cikutra Barat No. 137
Surabaya, GO 08906"
588,Genta Kuswoyo,+62 (47) 823 2968,4,"Jl. Jend. Sudirman No. 844
Balikpapan, Jawa Tengah 40627"
589,Kemal Melani,+62 (0862) 083-3509,3,"Gg. Gedebage Selatan No. 91
Blitar, Papua Barat 21178"
590,Empluk Kuswandari,082 323 4084,8,"Jl. Gegerkalong Hilir No. 736
Bukittinggi, Kalimantan Tengah 47881"
591,Lili Dabukke,+62 (0782) 788-9760,7,"Gang Pasteur No. 25
Tomohon, SR 00160"
592,"Gamanto Saefullah, S.IP",+62 (511) 869-2106,6,"Jl. Dipatiukur No. 48
Palembang, Jawa Barat 07886"
593,Titin Marbun,+62 (051) 527 8641,10,"Gang Sukabumi No. 45
Tidore Kepulauan, ST 46810"
594,"Kartika Agustina, M.Ak",0828446417,8,"Jalan Laswi No. 3
Bima, KT 08794"
595,"Puti Rahmi Pradana, S.Pd",+62 (60) 516 5765,6,"Gg. Cempaka No. 953
Cilegon, SU 80208"
596,Puti Cindy Latupono,081 243 9860,9,"Gg. Antapani Lama No. 37
Sabang, Sulawesi Barat 25405"
597,Dewi Pertiwi,+62 (053) 177-6718,3,"Gg. Gegerkalong Hilir No. 306
Sorong, SN 48057"
598,Rina Nababan,+62 (98) 281-4967,4,"Gg. Rumah Sakit No. 1
Palangkaraya, Sulawesi Selatan 71322"
599,Dr. Budi Damanik,+62 (13) 397 1307,3,"Gg. Jakarta No. 73
Cilegon, Kepulauan Bangka Belitung 90100"
600,Kiandra Haryanti,+62-05-179-0761,9,"Jl. Ahmad Dahlan No. 5
Palembang, Riau 80434"
601,drg. Jayadi Hakim,+62 (0899) 691 8311,6,"Jalan Rungkut Industri No. 4
Denpasar, PB 75736"
602,"Edi Firmansyah, S.Kom",+62 (842) 070 9914,8,"Jalan Kutai No. 74
Yogyakarta, Bengkulu 06666"
603,"Suci Purwanti, M.TI.",+62 (087) 182-9493,9,"Jl. Cihampelas No. 348
Bau-Bau, Maluku 96444"
604,Drs. Dinda Salahudin,+62 (057) 186-4951,5,"Gang Suryakencana No. 78
Magelang, KI 93072"
605,Ana Padmasari,(0883) 702-7016,3,"Jalan Antapani Lama No. 7
Lhokseumawe, JT 13632"
606,Ulya Firgantoro,(096) 142 7727,4,"Gg. K.H. Wahid Hasyim No. 8
Kota Administrasi Jakarta Selatan, PB 55419"
607,Luwar Puspita,+62 (428) 352 7207,7,"Gg. Cikutra Barat No. 89
Kota Administrasi Jakarta Pusat, Bengkulu 83863"
608,Yulia Uyainah,+62 (0256) 746-5658,4,"Gang Asia Afrika No. 0
Kotamobagu, Lampung 67475"
609,Darmana Prabowo,(047) 889-2830,7,"Jl. Kapten Muslihat No. 537
Palembang, KI 98729"
610,Elvina Dabukke,+62 (405) 960 8060,4,"Jalan Gedebage Selatan No. 1
Batu, Jawa Tengah 87384"
611,Oliva Utami,+62 (66) 229 5249,9,"Jl. Surapati No. 3
Salatiga, Lampung 26388"
612,Salimah Mahendra,087 142 3233,5,"Jl. H.J Maemunah No. 377
Sabang, DI Yogyakarta 08570"
613,Humaira Megantara,(091) 311-6033,2,"Jalan Ahmad Dahlan No. 8
Palangkaraya, Aceh 94334"
614,"Ir. Taufik Winarno, S.Farm",+62-0241-275-2745,2,"Gang Jayawijaya No. 300
Pagaralam, Papua Barat 70927"
615,Putri Hastuti,+62 (413) 113 8556,6,"Jl. HOS. Cokroaminoto No. 8
Medan, Riau 92701"
616,Akarsana Sihombing,+62 (028) 323-9648,7,"Gang Medokan Ayu No. 70
Kota Administrasi Jakarta Pusat, LA 73007"
617,"Dr. Ida Pradana, S.Gz",+62-294-133-3047,3,"Gang Gardujati No. 23
Bukittinggi, Papua 39511"
618,Alika Sitompul,(0294) 848 0647,4,"Gang HOS. Cokroaminoto No. 278
Bukittinggi, Sulawesi Barat 95892"
619,H. Luwes Tampubolon,+62-256-765-2029,5,"Jalan Pacuan Kuda No. 335
Tual, Kalimantan Timur 67356"
620,Dt. Gangsar Budiman,+62 (889) 223-3798,7,"Jalan Gegerkalong Hilir No. 436
Pontianak, Nusa Tenggara Barat 84928"
621,"Ilsa Susanti, S.T.",+62 (0033) 074 0413,3,"Jl. Ahmad Yani No. 09
Gorontalo, JA 22465"
622,Drs. Rahmat Hutagalung,+62 (006) 612-0280,5,"Gang Cikutra Timur No. 30
Kotamobagu, Nusa Tenggara Timur 80839"
623,"Hamima Maryati, M.Kom.",(029) 867 3582,9,"Jalan HOS. Cokroaminoto No. 81
Dumai, Sulawesi Selatan 13721"
624,Tasnim Tampubolon,+62 (95) 972 7294,6,"Gang Suniaraja No. 641
Kota Administrasi Jakarta Utara, DKI Jakarta 62461"
625,Sakura Gunawan,(019) 802-0772,6,"Gang Pasir Koja No. 3
Mataram, AC 35322"
626,"KH. Artawan Rajasa, S.Farm",+62-0985-027-9841,8,"Gg. Kiaracondong No. 1
Bima, BB 50481"
627,R.M. Vega Iswahyudi,+62 (017) 671 5754,3,"Gg. Surapati No. 2
Madiun, KB 66159"
628,Azalea Suryatmi,+62 (952) 040-9719,10,"Gg. Soekarno Hatta No. 55
Parepare, Maluku Utara 71891"
629,"Tgk. Upik Permadi, M.Kom.",085 734 8258,4,"Jl. Gardujati No. 820
Kota Administrasi Jakarta Timur, Sulawesi Tengah 37087"
630,Samiah Iswahyudi,+62-76-997-2893,10,"Gg. Raya Setiabudhi No. 1
Samarinda, Sulawesi Tenggara 92320"
631,Humaira Putra,089 465 4509,5,"Gg. Laswi No. 90
Blitar, BT 44529"
632,"R.M. Jaswadi Wijayanti, M.M.",+62 (015) 245 6559,6,"Gang PHH. Mustofa No. 6
Salatiga, Lampung 17268"
633,"R. Elon Adriansyah, S.T.",(0551) 325-2198,8,"Jalan Ahmad Dahlan No. 723
Denpasar, NT 31474"
634,"Jayadi Yulianti, S.I.Kom",+62 (531) 708 5339,7,"Gang Laswi No. 61
Batu, Sulawesi Tengah 40972"
635,"Novi Nainggolan, S.T.",+62 (0121) 082-3980,8,"Gg. Moch. Ramdan No. 03
Denpasar, Kepulauan Bangka Belitung 08824"
636,Cawuk Pranowo,+62 (71) 400 5140,4,"Gg. Kiaracondong No. 2
Sibolga, AC 15417"
637,Sabrina Budiyanto,+62-039-558-5900,1,"Jl. Tebet Barat Dalam No. 4
Mataram, PA 06934"
638,R. Wulan Sitorus,+62 (022) 326-3621,6,"Gang Ciumbuleuit No. 5
Metro, Lampung 94691"
639,Puti Vanya Pradipta,+62 (719) 340-7625,6,"Jalan Cempaka No. 0
Palopo, MA 73820"
640,Silvia Laksmiwati,+62-001-606-2878,5,"Gang R.E Martadinata No. 0
Medan, Jawa Tengah 65748"
641,Tantri Nababan,(077) 713 1351,6,"Jalan PHH. Mustofa No. 8
Pagaralam, JT 03868"
642,Banara Mulyani,0897767943,10,"Gg. Rumah Sakit No. 534
Bandung, BB 90985"
643,Putu Usamah,(061) 010 4571,9,"Gang Peta No. 95
Makassar, JB 38682"
644,T. Slamet Wijaya,+62 (088) 562-8098,3,"Jl. Suniaraja No. 6
Yogyakarta, JA 88098"
645,"R.A. Najwa Nugroho, S.I.Kom",086 717 8612,8,"Gang Setiabudhi No. 146
Malang, Nusa Tenggara Timur 28648"
646,Jamalia Oktaviani,+62 (043) 781 7736,6,"Gang Peta No. 49
Bandung, JT 13886"
647,Artawan Pradana,(0788) 285 9120,1,"Gang Stasiun Wonokromo No. 9
Cirebon, Jambi 01601"
648,Ilyas Dabukke,085 146 8557,4,"Gg. Pasteur No. 752
Metro, Nusa Tenggara Barat 95072"
649,Lili Kurniawan,+62 (0386) 846-6623,7,"Jalan Gardujati No. 366
Palembang, SU 04730"
650,Dr. Betania Rahmawati,0837422701,3,"Gg. Siliwangi No. 33
Kota Administrasi Jakarta Pusat, Sumatera Utara 27305"
651,"Cinthia Permadi, S.Kom",+62 (033) 123 2251,5,"Jl. Erlangga No. 16
Denpasar, DI Yogyakarta 38882"
652,Ir. Asirwada Damanik,+62-0085-030-9893,3,"Gg. BKR No. 438
Pekalongan, SG 91783"
653,"Ayu Utami, S.I.Kom",+62 (37) 913 6700,8,"Gg. KH Amin Jasuta No. 28
Tarakan, Aceh 70982"
654,Sutan Indra Uwais,+62 (412) 946-3369,7,"Gang Kebonjati No. 721
Padang, Nusa Tenggara Barat 05480"
655,"Drs. Gadang Prasasta, M.Farm",(0568) 779-6795,2,"Gg. S. Parman No. 99
Kota Administrasi Jakarta Barat, SB 31822"
656,R.A. Keisha Wibowo,(034) 305 1980,9,"Jalan Asia Afrika No. 0
Sukabumi, Lampung 52337"
657,Puspa Budiyanto,+62 (028) 392-7846,5,"Gg. Pasteur No. 138
Lubuklinggau, JI 00694"
658,Unggul Nababan,+62 (051) 507-4161,6,"Gg. Cikapayang No. 608
Meulaboh, KU 79004"
659,Eli Wasita,+62 (62) 747 2861,7,"Jl. Cihampelas No. 284
Depok, Kalimantan Selatan 72262"
660,Sutan Garan Rahimah,(0120) 859 4083,8,"Gg. Tebet Barat Dalam No. 38
Tasikmalaya, Kepulauan Bangka Belitung 81312"
661,Sakti Fujiati,+62-060-159-2675,6,"Jl. Dipenogoro No. 9
Langsa, MA 90683"
662,Tgk. Eka Puspasari,+62-038-439-9022,2,"Gang Bangka Raya No. 66
Tebingtinggi, Sumatera Barat 14872"
663,drg. Viktor Yolanda,+62 (622) 851-9884,5,"Gg. Setiabudhi No. 73
Tangerang, NB 01590"
664,Padmi Agustina,+62 (00) 088 0070,10,"Jl. Antapani Lama No. 89
Semarang, BB 06230"
665,Samiah Namaga,(0068) 908 0446,6,"Gang HOS. Cokroaminoto No. 4
Sukabumi, SU 89107"
666,Ifa Napitupulu,+62 (005) 175 7237,2,"Gg. Cempaka No. 09
Manado, Sulawesi Tengah 83222"
667,Tari Wijayanti,+62-15-184-2439,8,"Gang Rawamangun No. 894
Payakumbuh, Papua Barat 65517"
668,Estiawan Dongoran,(0619) 071 8512,2,"Jalan Jend. Sudirman No. 0
Manado, Jawa Tengah 80060"
669,R.A. Almira Sihotang,0806341101,9,"Gang Pelajar Pejuang No. 1
Magelang, PB 70083"
670,Ega Hidayat,+62 (079) 504-2718,6,"Gang Asia Afrika No. 949
Kota Administrasi Jakarta Barat, Nusa Tenggara Timur 79717"
671,T. Gatra Adriansyah,+62 (0729) 363 7414,2,"Gang Kendalsari No. 6
Subulussalam, JA 01426"
672,Darmanto Hidayanto,+62-314-665-9510,9,"Gang PHH. Mustofa No. 1
Sawahlunto, Sulawesi Tengah 27579"
673,Gandi Saptono,+62 (0833) 792-1153,6,"Gg. Otto Iskandardinata No. 955
Kupang, Sulawesi Barat 57921"
674,"R. Eluh Hutagalung, S.T.",+62 (0318) 279-3177,4,"Jl. BKR No. 05
Bukittinggi, SN 94105"
675,Cut Yuliana Padmasari,+62 (745) 299-6975,6,"Jalan Cempaka No. 99
Gorontalo, BA 60924"
676,Najam Rahimah,+62 (0703) 534 7039,1,"Jl. Lembong No. 25
Banda Aceh, LA 09638"
677,Anom Uwais,+62-97-499-7284,1,"Gg. Cikutra Barat No. 0
Bukittinggi, Sulawesi Tengah 69406"
678,Carla Nainggolan,+62 (77) 028-9656,4,"Jl. Rumah Sakit No. 9
Bengkulu, NT 67128"
679,R. Gaman Wibisono,(0926) 206 3169,10,"Gang Cikapayang No. 3
Blitar, Sulawesi Tenggara 47773"
680,"Ir. Wahyu Nasyiah, S.Pd",+62 (0967) 752-1855,1,"Gg. Wonoayu No. 96
Palembang, Bengkulu 06697"
681,"Michelle Kuswandari, S.Sos",+62 (030) 628 3846,9,"Jl. HOS. Cokroaminoto No. 2
Tanjungbalai, Banten 61345"
682,"Ajimin Hariyah, S.Sos",0833538542,4,"Gang KH Amin Jasuta No. 3
Sawahlunto, JA 18840"
683,Jasmin Hutapea,(089) 234-5772,7,"Jalan Cikutra Barat No. 27
Bukittinggi, AC 35454"
684,Suci Marbun,(0385) 256-4611,4,"Jalan Laswi No. 57
Pematangsiantar, YO 45442"
685,T. Jamil Siregar,+62 (0007) 273-3484,10,"Jl. Sadang Serang No. 140
Mojokerto, PA 43146"
686,"Rahmi Kusumo, M.Ak",+62-98-239-9673,10,"Jalan Waringin No. 8
Depok, Sulawesi Barat 25249"
687,Lala Megantara,(0351) 022-2338,4,"Gg. Jayawijaya No. 399
Palu, Riau 45276"
